in_channels,out_channels,kernel_size,stride,groups,hw
74,224,1,1,1,56
224,224,3,2,2,56
112,224,1,2,1,56
74,224,1,2,1,56
224,224,1,1,1,56
224,56,1,1,1,56
56,224,1,1,1,56
336,336,3,1,3,112
168,336,1,1,1,112
112,336,1,1,1,112
336,336,3,2,3,112
168,336,1,2,1,112
112,336,1,2,1,112
336,336,1,1,1,112
336,84,1,1,1,112
84,336,1,1,1,112
336,336,3,1,3,56
168,336,1,1,1,56
112,336,1,1,1,56
336,336,3,2,3,56
168,336,1,2,1,56
112,336,1,2,1,56
336,336,1,1,1,56
336,84,1,1,1,56
84,336,1,1,1,56
448,448,3,1,4,112
224,448,1,1,1,112
149,448,1,1,1,112
448,448,3,2,4,112
224,448,1,2,1,112
149,448,1,2,1,112
448,448,1,1,1,112
448,112,1,1,1,112
112,448,1,1,1,112
448,448,3,1,4,56
224,448,1,1,1,56
149,448,1,1,1,56
448,448,3,2,4,56
224,448,1,2,1,56
149,448,1,2,1,56
448,448,1,1,1,56
448,112,1,1,1,56
112,448,1,1,1,56
224,224,3,1,2,56
224,224,3,2,2,56
224,224,1,1,1,56
224,56,1,1,1,56
56,224,1,1,1,56
224,224,3,1,2,28
224,224,3,2,2,28
224,224,1,1,1,28
224,56,1,1,1,28
56,224,1,1,1,28
336,336,3,1,3,56
336,336,3,2,3,56
336,336,1,1,1,56
336,84,1,1,1,56
84,336,1,1,1,56
336,336,3,1,3,28
336,336,3,2,3,28
336,336,1,1,1,28
336,84,1,1,1,28
84,336,1,1,1,28
448,448,3,1,4,56
448,448,3,2,4,56
448,448,1,1,1,56
448,112,1,1,1,56
112,448,1,1,1,56
448,448,3,1,4,28
448,448,3,2,4,28
448,448,1,1,1,28
448,112,1,1,1,28
112,448,1,1,1,28
560,560,3,1,5,56
560,560,3,2,5,56
560,560,1,1,1,56
560,140,1,1,1,56
140,560,1,1,1,56
560,560,3,1,5,28
560,560,3,2,5,28
560,560,1,1,1,28
560,140,1,1,1,28
140,560,1,1,1,28
672,672,3,1,6,56
672,672,3,2,6,56
672,672,1,1,1,56
672,168,1,1,1,56
168,672,1,1,1,56
672,672,3,1,6,28
672,672,3,2,6,28
672,672,1,1,1,28
672,168,1,1,1,28
168,672,1,1,1,28
784,784,3,1,7,56
784,784,3,2,7,56
784,784,1,1,1,56
784,196,1,1,1,56
196,784,1,1,1,56
784,784,3,1,7,28
784,784,3,2,7,28
784,784,1,1,1,28
784,196,1,1,1,28
196,784,1,1,1,28
896,896,3,1,8,56
896,896,3,2,8,56
896,896,1,1,1,56
896,224,1,1,1,56
224,896,1,1,1,56
896,896,3,1,8,28
896,896,3,2,8,28
896,896,1,1,1,28
896,224,1,1,1,28
224,896,1,1,1,28
448,448,3,1,4,28
448,448,3,2,4,28
448,448,1,1,1,28
448,112,1,1,1,28
112,448,1,1,1,28
448,448,3,1,4,14
448,448,3,2,4,14
448,448,1,1,1,14
448,112,1,1,1,14
112,448,1,1,1,14
560,560,3,1,5,28
560,560,3,2,5,28
560,560,1,1,1,28
560,140,1,1,1,28
140,560,1,1,1,28
560,560,3,1,5,14
560,560,3,2,5,14
560,560,1,1,1,14
560,140,1,1,1,14
140,560,1,1,1,14
672,672,3,1,6,28
672,672,3,2,6,28
672,672,1,1,1,28
672,168,1,1,1,28
168,672,1,1,1,28
672,672,3,1,6,14
672,672,3,2,6,14
672,672,1,1,1,14
672,168,1,1,1,14
168,672,1,1,1,14
784,784,3,1,7,28
784,784,3,2,7,28
784,784,1,1,1,28
784,196,1,1,1,28
196,784,1,1,1,28
784,784,3,1,7,14
784,784,3,2,7,14
784,784,1,1,1,14
784,196,1,1,1,14
196,784,1,1,1,14
896,896,3,1,8,28
896,896,3,2,8,28
896,896,1,1,1,28
896,224,1,1,1,28
224,896,1,1,1,28
896,896,3,1,8,14
896,896,3,2,8,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
1008,1008,3,1,9,28
1008,1008,3,2,9,28
1008,1008,1,1,1,28
1008,252,1,1,1,28
252,1008,1,1,1,28
1008,1008,3,1,9,14
1008,1008,3,2,9,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1120,1120,3,1,10,28
1120,1120,3,2,10,28
1120,1120,1,1,1,28
1120,280,1,1,1,28
280,1120,1,1,1,28
1120,1120,3,1,10,14
1120,1120,3,2,10,14
1120,1120,1,1,1,14
1120,280,1,1,1,14
280,1120,1,1,1,14
1232,1232,3,1,11,28
1232,1232,3,2,11,28
1232,1232,1,1,1,28
1232,308,1,1,1,28
308,1232,1,1,1,28
1232,1232,3,1,11,14
1232,1232,3,2,11,14
1232,1232,1,1,1,14
1232,308,1,1,1,14
308,1232,1,1,1,14
1344,1344,3,1,12,28
1344,1344,3,2,12,28
1344,1344,1,1,1,28
1344,336,1,1,1,28
336,1344,1,1,1,28
1344,1344,3,1,12,14
1344,1344,3,2,12,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1456,1456,3,1,13,28
1456,1456,3,2,13,28
1456,1456,1,1,1,28
1456,364,1,1,1,28
364,1456,1,1,1,28
1456,1456,3,1,13,14
1456,1456,3,2,13,14
1456,1456,1,1,1,14
1456,364,1,1,1,14
364,1456,1,1,1,14
1568,1568,3,1,14,28
1568,1568,3,2,14,28
1568,1568,1,1,1,28
1568,392,1,1,1,28
392,1568,1,1,1,28
1568,1568,3,1,14,14
1568,1568,3,2,14,14
1568,1568,1,1,1,14
1568,392,1,1,1,14
392,1568,1,1,1,14
1680,1680,3,1,15,28
1680,1680,3,2,15,28
1680,1680,1,1,1,28
1680,420,1,1,1,28
420,1680,1,1,1,28
1680,1680,3,1,15,14
1680,1680,3,2,15,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1792,1792,3,1,16,28
1792,1792,3,2,16,28
1792,1792,1,1,1,28
1792,448,1,1,1,28
448,1792,1,1,1,28
1792,1792,3,1,16,14
1792,1792,3,2,16,14
1792,1792,1,1,1,14
1792,448,1,1,1,14
448,1792,1,1,1,14
896,896,3,1,8,14
896,896,3,2,8,14
896,896,1,1,1,14
896,224,1,1,1,14
224,896,1,1,1,14
896,896,3,1,8,7
896,896,3,2,8,7
896,896,1,1,1,7
896,224,1,1,1,7
224,896,1,1,1,7
1008,1008,3,1,9,14
1008,1008,3,2,9,14
1008,1008,1,1,1,14
1008,252,1,1,1,14
252,1008,1,1,1,14
1008,1008,3,1,9,7
1008,1008,3,2,9,7
1008,1008,1,1,1,7
1008,252,1,1,1,7
252,1008,1,1,1,7
1120,1120,3,1,10,14
1120,1120,3,2,10,14
1120,1120,1,1,1,14
1120,280,1,1,1,14
280,1120,1,1,1,14
1120,1120,3,1,10,7
1120,1120,3,2,10,7
1120,1120,1,1,1,7
1120,280,1,1,1,7
280,1120,1,1,1,7
1232,1232,3,1,11,14
1232,1232,3,2,11,14
1232,1232,1,1,1,14
1232,308,1,1,1,14
308,1232,1,1,1,14
1232,1232,3,1,11,7
1232,1232,3,2,11,7
1232,1232,1,1,1,7
1232,308,1,1,1,7
308,1232,1,1,1,7
1344,1344,3,1,12,14
1344,1344,3,2,12,14
1344,1344,1,1,1,14
1344,336,1,1,1,14
336,1344,1,1,1,14
1344,1344,3,1,12,7
1344,1344,3,2,12,7
1344,1344,1,1,1,7
1344,336,1,1,1,7
336,1344,1,1,1,7
1456,1456,3,1,13,14
1456,1456,3,2,13,14
1456,1456,1,1,1,14
1456,364,1,1,1,14
364,1456,1,1,1,14
1456,1456,3,1,13,7
1456,1456,3,2,13,7
1456,1456,1,1,1,7
1456,364,1,1,1,7
364,1456,1,1,1,7
1568,1568,3,1,14,14
1568,1568,3,2,14,14
1568,1568,1,1,1,14
1568,392,1,1,1,14
392,1568,1,1,1,14
1568,1568,3,1,14,7
1568,1568,3,2,14,7
1568,1568,1,1,1,7
1568,392,1,1,1,7
392,1568,1,1,1,7
1680,1680,3,1,15,14
1680,1680,3,2,15,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1680,1680,3,1,15,7
1680,1680,3,2,15,7
1680,1680,1,1,1,7
1680,420,1,1,1,7
420,1680,1,1,1,7
1792,1792,3,1,16,14
1792,1792,3,2,16,14
1792,1792,1,1,1,14
1792,448,1,1,1,14
448,1792,1,1,1,14
1792,1792,3,1,16,7
1792,1792,3,2,16,7
1792,1792,1,1,1,7
1792,448,1,1,1,7
448,1792,1,1,1,7
1904,1904,3,1,17,14
1904,1904,3,2,17,14
1904,1904,1,1,1,14
1904,476,1,1,1,14
476,1904,1,1,1,14
1904,1904,3,1,17,7
1904,1904,3,2,17,7
1904,1904,1,1,1,7
1904,476,1,1,1,7
476,1904,1,1,1,7
2016,2016,3,1,18,14
2016,2016,3,2,18,14
2016,2016,1,1,1,14
2016,504,1,1,1,14
504,2016,1,1,1,14
2016,2016,3,1,18,7
2016,2016,3,2,18,7
2016,2016,1,1,1,7
2016,504,1,1,1,7
504,2016,1,1,1,7
2128,2128,3,1,19,14
2128,2128,3,2,19,14
2128,2128,1,1,1,14
2128,532,1,1,1,14
532,2128,1,1,1,14
2128,2128,3,1,19,7
2128,2128,3,2,19,7
2128,2128,1,1,1,7
2128,532,1,1,1,7
532,2128,1,1,1,7
2240,2240,3,1,20,14
2240,2240,3,2,20,14
2240,2240,1,1,1,14
2240,560,1,1,1,14
560,2240,1,1,1,14
2240,2240,3,1,20,7
2240,2240,3,2,20,7
2240,2240,1,1,1,7
2240,560,1,1,1,7
560,2240,1,1,1,7
2352,2352,3,1,21,14
2352,2352,3,2,21,14
2352,2352,1,1,1,14
2352,588,1,1,1,14
588,2352,1,1,1,14
2352,2352,3,1,21,7
2352,2352,3,2,21,7
2352,2352,1,1,1,7
2352,588,1,1,1,7
588,2352,1,1,1,7
2464,2464,3,1,22,14
2464,2464,3,2,22,14
2464,2464,1,1,1,14
2464,616,1,1,1,14
616,2464,1,1,1,14
2464,2464,3,1,22,7
2464,2464,3,2,22,7
2464,2464,1,1,1,7
2464,616,1,1,1,7
616,2464,1,1,1,7
2576,2576,3,1,23,14
2576,2576,3,2,23,14
2576,2576,1,1,1,14
2576,644,1,1,1,14
644,2576,1,1,1,14
2576,2576,3,1,23,7
2576,2576,3,2,23,7
2576,2576,1,1,1,7
2576,644,1,1,1,7
644,2576,1,1,1,7
2688,2688,3,1,24,14
2688,2688,3,2,24,14
2688,2688,1,1,1,14
2688,672,1,1,1,14
672,2688,1,1,1,14
2688,2688,3,1,24,7
2688,2688,3,2,24,7
2688,2688,1,1,1,7
2688,672,1,1,1,7
672,2688,1,1,1,7
2800,2800,3,1,25,14
2800,2800,3,2,25,14
2800,2800,1,1,1,14
2800,700,1,1,1,14
700,2800,1,1,1,14
2800,2800,3,1,25,7
2800,2800,3,2,25,7
2800,2800,1,1,1,7
2800,700,1,1,1,7
700,2800,1,1,1,7
2912,2912,3,1,26,14
2912,2912,3,2,26,14
2912,2912,1,1,1,14
2912,728,1,1,1,14
728,2912,1,1,1,14
2912,2912,3,1,26,7
2912,2912,3,2,26,7
2912,2912,1,1,1,7
2912,728,1,1,1,7
728,2912,1,1,1,7
3024,3024,3,1,27,14
3024,3024,3,2,27,14
3024,3024,1,1,1,14
3024,756,1,1,1,14
756,3024,1,1,1,14
3024,3024,3,1,27,7
3024,3024,3,2,27,7
3024,3024,1,1,1,7
3024,756,1,1,1,7
756,3024,1,1,1,7
3136,3136,3,1,28,14
3136,3136,3,2,28,14
3136,3136,1,1,1,14
3136,784,1,1,1,14
784,3136,1,1,1,14
3136,3136,3,1,28,7
3136,3136,3,2,28,7
3136,3136,1,1,1,7
3136,784,1,1,1,7
784,3136,1,1,1,7
3248,3248,3,1,29,14
3248,3248,3,2,29,14
3248,3248,1,1,1,14
3248,812,1,1,1,14
812,3248,1,1,1,14
3248,3248,3,1,29,7
3248,3248,3,2,29,7
3248,3248,1,1,1,7
3248,812,1,1,1,7
812,3248,1,1,1,7
3360,3360,3,1,30,14
3360,3360,3,2,30,14
3360,3360,1,1,1,14
3360,840,1,1,1,14
840,3360,1,1,1,14
3360,3360,3,1,30,7
3360,3360,3,2,30,7
3360,3360,1,1,1,7
3360,840,1,1,1,7
840,3360,1,1,1,7
3472,3472,3,1,31,14
3472,3472,3,2,31,14
3472,3472,1,1,1,14
3472,868,1,1,1,14
868,3472,1,1,1,14
3472,3472,3,1,31,7
3472,3472,3,2,31,7
3472,3472,1,1,1,7
3472,868,1,1,1,7
868,3472,1,1,1,7
3584,3584,3,1,32,14
3584,3584,3,2,32,14
3584,3584,1,1,1,14
3584,896,1,1,1,14
896,3584,1,1,1,14
3584,3584,3,1,32,7
3584,3584,3,2,32,7
3584,3584,1,1,1,7
3584,896,1,1,1,7
896,3584,1,1,1,7
3696,3696,3,1,33,14
3696,3696,3,2,33,14
3696,3696,1,1,1,14
3696,924,1,1,1,14
924,3696,1,1,1,14
3696,3696,3,1,33,7
3696,3696,3,2,33,7
3696,3696,1,1,1,7
3696,924,1,1,1,7
924,3696,1,1,1,7
3808,3808,3,1,34,14
3808,3808,3,2,34,14
3808,3808,1,1,1,14
3808,952,1,1,1,14
952,3808,1,1,1,14
3808,3808,3,1,34,7
3808,3808,3,2,34,7
3808,3808,1,1,1,7
3808,952,1,1,1,7
952,3808,1,1,1,7
3920,3920,3,1,35,14
3920,3920,3,2,35,14
3920,3920,1,1,1,14
3920,980,1,1,1,14
980,3920,1,1,1,14
3920,3920,3,1,35,7
3920,3920,3,2,35,7
3920,3920,1,1,1,7
3920,980,1,1,1,7
980,3920,1,1,1,7
120,120,3,1,1,112
60,120,1,1,1,112
40,120,1,1,1,112
120,120,3,2,1,112
60,120,1,2,1,112
40,120,1,2,1,112
120,120,1,1,1,112
120,30,1,1,1,112
30,120,1,1,1,112
120,120,3,1,1,56
60,120,1,1,1,56
40,120,1,1,1,56
120,120,3,2,1,56
60,120,1,2,1,56
40,120,1,2,1,56
120,120,1,1,1,56
120,30,1,1,1,56
30,120,1,1,1,56
240,240,3,1,2,112
120,240,1,1,1,112
80,240,1,1,1,112
240,240,3,2,2,112
120,240,1,2,1,112
80,240,1,2,1,112
240,240,1,1,1,112
240,60,1,1,1,112
60,240,1,1,1,112
240,240,3,1,2,56
120,240,1,1,1,56
80,240,1,1,1,56
240,240,3,2,2,56
120,240,1,2,1,56
80,240,1,2,1,56
240,240,1,1,1,56
240,60,1,1,1,56
60,240,1,1,1,56
360,360,3,1,3,112
180,360,1,1,1,112
120,360,1,1,1,112
360,360,3,2,3,112
180,360,1,2,1,112
120,360,1,2,1,112
360,360,1,1,1,112
360,90,1,1,1,112
90,360,1,1,1,112
360,360,3,1,3,56
180,360,1,1,1,56
120,360,1,1,1,56
360,360,3,2,3,56
180,360,1,2,1,56
120,360,1,2,1,56
360,360,1,1,1,56
360,90,1,1,1,56
90,360,1,1,1,56
480,480,3,1,4,112
240,480,1,1,1,112
160,480,1,1,1,112
480,480,3,2,4,112
240,480,1,2,1,112
160,480,1,2,1,112
480,480,1,1,1,112
480,120,1,1,1,112
120,480,1,1,1,112
480,480,3,1,4,56
240,480,1,1,1,56
160,480,1,1,1,56
480,480,3,2,4,56
240,480,1,2,1,56
160,480,1,2,1,56
480,480,1,1,1,56
480,120,1,1,1,56
120,480,1,1,1,56
240,240,3,1,2,56
240,240,3,2,2,56
240,240,1,1,1,56
240,60,1,1,1,56
60,240,1,1,1,56
240,240,3,1,2,28
240,240,3,2,2,28
240,240,1,1,1,28
240,60,1,1,1,28
60,240,1,1,1,28
360,360,3,1,3,56
360,360,3,2,3,56
360,360,1,1,1,56
360,90,1,1,1,56
90,360,1,1,1,56
360,360,3,1,3,28
360,360,3,2,3,28
360,360,1,1,1,28
360,90,1,1,1,28
90,360,1,1,1,28
480,480,3,1,4,56
480,480,3,2,4,56
480,480,1,1,1,56
480,120,1,1,1,56
120,480,1,1,1,56
480,480,3,1,4,28
480,480,3,2,4,28
480,480,1,1,1,28
480,120,1,1,1,28
120,480,1,1,1,28
600,600,3,1,5,56
600,600,3,2,5,56
600,600,1,1,1,56
600,150,1,1,1,56
150,600,1,1,1,56
600,600,3,1,5,28
600,600,3,2,5,28
600,600,1,1,1,28
600,150,1,1,1,28
150,600,1,1,1,28
720,720,3,1,6,56
720,720,3,2,6,56
720,720,1,1,1,56
720,180,1,1,1,56
180,720,1,1,1,56
720,720,3,1,6,28
720,720,3,2,6,28
720,720,1,1,1,28
720,180,1,1,1,28
180,720,1,1,1,28
840,840,3,1,7,56
840,840,3,2,7,56
840,840,1,1,1,56
840,210,1,1,1,56
210,840,1,1,1,56
840,840,3,1,7,28
840,840,3,2,7,28
840,840,1,1,1,28
840,210,1,1,1,28
210,840,1,1,1,28
960,960,3,1,8,56
960,960,3,2,8,56
960,960,1,1,1,56
960,240,1,1,1,56
240,960,1,1,1,56
960,960,3,1,8,28
960,960,3,2,8,28
960,960,1,1,1,28
960,240,1,1,1,28
240,960,1,1,1,28
480,480,3,1,4,28
480,480,3,2,4,28
480,480,1,1,1,28
480,120,1,1,1,28
120,480,1,1,1,28
480,480,3,1,4,14
480,480,3,2,4,14
480,480,1,1,1,14
480,120,1,1,1,14
120,480,1,1,1,14
600,600,3,1,5,28
600,600,3,2,5,28
600,600,1,1,1,28
600,150,1,1,1,28
150,600,1,1,1,28
600,600,3,1,5,14
600,600,3,2,5,14
600,600,1,1,1,14
600,150,1,1,1,14
150,600,1,1,1,14
720,720,3,1,6,28
720,720,3,2,6,28
720,720,1,1,1,28
720,180,1,1,1,28
180,720,1,1,1,28
720,720,3,1,6,14
720,720,3,2,6,14
720,720,1,1,1,14
720,180,1,1,1,14
180,720,1,1,1,14
840,840,3,1,7,28
840,840,3,2,7,28
840,840,1,1,1,28
840,210,1,1,1,28
210,840,1,1,1,28
840,840,3,1,7,14
840,840,3,2,7,14
840,840,1,1,1,14
840,210,1,1,1,14
210,840,1,1,1,14
960,960,3,1,8,28
960,960,3,2,8,28
960,960,1,1,1,28
960,240,1,1,1,28
240,960,1,1,1,28
960,960,3,1,8,14
960,960,3,2,8,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
1080,1080,3,1,9,28
1080,1080,3,2,9,28
1080,1080,1,1,1,28
1080,270,1,1,1,28
270,1080,1,1,1,28
1080,1080,3,1,9,14
1080,1080,3,2,9,14
1080,1080,1,1,1,14
1080,270,1,1,1,14
270,1080,1,1,1,14
1200,1200,3,1,10,28
1200,1200,3,2,10,28
1200,1200,1,1,1,28
1200,300,1,1,1,28
300,1200,1,1,1,28
1200,1200,3,1,10,14
1200,1200,3,2,10,14
1200,1200,1,1,1,14
1200,300,1,1,1,14
300,1200,1,1,1,14
1320,1320,3,1,11,28
1320,1320,3,2,11,28
1320,1320,1,1,1,28
1320,330,1,1,1,28
330,1320,1,1,1,28
1320,1320,3,1,11,14
1320,1320,3,2,11,14
1320,1320,1,1,1,14
1320,330,1,1,1,14
330,1320,1,1,1,14
1440,1440,3,1,12,28
1440,1440,3,2,12,28
1440,1440,1,1,1,28
1440,360,1,1,1,28
360,1440,1,1,1,28
1440,1440,3,1,12,14
1440,1440,3,2,12,14
1440,1440,1,1,1,14
1440,360,1,1,1,14
360,1440,1,1,1,14
1560,1560,3,1,13,28
1560,1560,3,2,13,28
1560,1560,1,1,1,28
1560,390,1,1,1,28
390,1560,1,1,1,28
1560,1560,3,1,13,14
1560,1560,3,2,13,14
1560,1560,1,1,1,14
1560,390,1,1,1,14
390,1560,1,1,1,14
1680,1680,3,1,14,28
1680,1680,3,2,14,28
1680,1680,1,1,1,28
1680,420,1,1,1,28
420,1680,1,1,1,28
1680,1680,3,1,14,14
1680,1680,3,2,14,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1800,1800,3,1,15,28
1800,1800,3,2,15,28
1800,1800,1,1,1,28
1800,450,1,1,1,28
450,1800,1,1,1,28
1800,1800,3,1,15,14
1800,1800,3,2,15,14
1800,1800,1,1,1,14
1800,450,1,1,1,14
450,1800,1,1,1,14
1920,1920,3,1,16,28
1920,1920,3,2,16,28
1920,1920,1,1,1,28
1920,480,1,1,1,28
480,1920,1,1,1,28
1920,1920,3,1,16,14
1920,1920,3,2,16,14
1920,1920,1,1,1,14
1920,480,1,1,1,14
480,1920,1,1,1,14
960,960,3,1,8,14
960,960,3,2,8,14
960,960,1,1,1,14
960,240,1,1,1,14
240,960,1,1,1,14
960,960,3,1,8,7
960,960,3,2,8,7
960,960,1,1,1,7
960,240,1,1,1,7
240,960,1,1,1,7
1080,1080,3,1,9,14
1080,1080,3,2,9,14
1080,1080,1,1,1,14
1080,270,1,1,1,14
270,1080,1,1,1,14
1080,1080,3,1,9,7
1080,1080,3,2,9,7
1080,1080,1,1,1,7
1080,270,1,1,1,7
270,1080,1,1,1,7
1200,1200,3,1,10,14
1200,1200,3,2,10,14
1200,1200,1,1,1,14
1200,300,1,1,1,14
300,1200,1,1,1,14
1200,1200,3,1,10,7
1200,1200,3,2,10,7
1200,1200,1,1,1,7
1200,300,1,1,1,7
300,1200,1,1,1,7
1320,1320,3,1,11,14
1320,1320,3,2,11,14
1320,1320,1,1,1,14
1320,330,1,1,1,14
330,1320,1,1,1,14
1320,1320,3,1,11,7
1320,1320,3,2,11,7
1320,1320,1,1,1,7
1320,330,1,1,1,7
330,1320,1,1,1,7
1440,1440,3,1,12,14
1440,1440,3,2,12,14
1440,1440,1,1,1,14
1440,360,1,1,1,14
360,1440,1,1,1,14
1440,1440,3,1,12,7
1440,1440,3,2,12,7
1440,1440,1,1,1,7
1440,360,1,1,1,7
360,1440,1,1,1,7
1560,1560,3,1,13,14
1560,1560,3,2,13,14
1560,1560,1,1,1,14
1560,390,1,1,1,14
390,1560,1,1,1,14
1560,1560,3,1,13,7
1560,1560,3,2,13,7
1560,1560,1,1,1,7
1560,390,1,1,1,7
390,1560,1,1,1,7
1680,1680,3,1,14,14
1680,1680,3,2,14,14
1680,1680,1,1,1,14
1680,420,1,1,1,14
420,1680,1,1,1,14
1680,1680,3,1,14,7
1680,1680,3,2,14,7
1680,1680,1,1,1,7
1680,420,1,1,1,7
420,1680,1,1,1,7
1800,1800,3,1,15,14
1800,1800,3,2,15,14
1800,1800,1,1,1,14
1800,450,1,1,1,14
450,1800,1,1,1,14
1800,1800,3,1,15,7
1800,1800,3,2,15,7
1800,1800,1,1,1,7
1800,450,1,1,1,7
450,1800,1,1,1,7
1920,1920,3,1,16,14
1920,1920,3,2,16,14
1920,1920,1,1,1,14
1920,480,1,1,1,14
480,1920,1,1,1,14
1920,1920,3,1,16,7
1920,1920,3,2,16,7
1920,1920,1,1,1,7
1920,480,1,1,1,7
480,1920,1,1,1,7
2040,2040,3,1,17,14
2040,2040,3,2,17,14
2040,2040,1,1,1,14
2040,510,1,1,1,14
510,2040,1,1,1,14
2040,2040,3,1,17,7
2040,2040,3,2,17,7
2040,2040,1,1,1,7
2040,510,1,1,1,7
510,2040,1,1,1,7
2160,2160,3,1,18,14
2160,2160,3,2,18,14
2160,2160,1,1,1,14
2160,540,1,1,1,14
540,2160,1,1,1,14
2160,2160,3,1,18,7
2160,2160,3,2,18,7
2160,2160,1,1,1,7
2160,540,1,1,1,7
540,2160,1,1,1,7
2280,2280,3,1,19,14
2280,2280,3,2,19,14
2280,2280,1,1,1,14
2280,570,1,1,1,14
570,2280,1,1,1,14
2280,2280,3,1,19,7
2280,2280,3,2,19,7
2280,2280,1,1,1,7
2280,570,1,1,1,7
570,2280,1,1,1,7
2400,2400,3,1,20,14
2400,2400,3,2,20,14
2400,2400,1,1,1,14
2400,600,1,1,1,14
600,2400,1,1,1,14
2400,2400,3,1,20,7
2400,2400,3,2,20,7
2400,2400,1,1,1,7
2400,600,1,1,1,7
600,2400,1,1,1,7
2520,2520,3,1,21,14
2520,2520,3,2,21,14
2520,2520,1,1,1,14
2520,630,1,1,1,14
630,2520,1,1,1,14
2520,2520,3,1,21,7
2520,2520,3,2,21,7
2520,2520,1,1,1,7
2520,630,1,1,1,7
630,2520,1,1,1,7
2640,2640,3,1,22,14
2640,2640,3,2,22,14
2640,2640,1,1,1,14
2640,660,1,1,1,14
660,2640,1,1,1,14
2640,2640,3,1,22,7
2640,2640,3,2,22,7
2640,2640,1,1,1,7
2640,660,1,1,1,7
660,2640,1,1,1,7
2760,2760,3,1,23,14
2760,2760,3,2,23,14
2760,2760,1,1,1,14
2760,690,1,1,1,14
690,2760,1,1,1,14
2760,2760,3,1,23,7
2760,2760,3,2,23,7
2760,2760,1,1,1,7
2760,690,1,1,1,7
690,2760,1,1,1,7
2880,2880,3,1,24,14
2880,2880,3,2,24,14
2880,2880,1,1,1,14
2880,720,1,1,1,14
720,2880,1,1,1,14
2880,2880,3,1,24,7
2880,2880,3,2,24,7
2880,2880,1,1,1,7
2880,720,1,1,1,7
720,2880,1,1,1,7
3000,3000,3,1,25,14
3000,3000,3,2,25,14
3000,3000,1,1,1,14
3000,750,1,1,1,14
750,3000,1,1,1,14
3000,3000,3,1,25,7
3000,3000,3,2,25,7
3000,3000,1,1,1,7
3000,750,1,1,1,7
750,3000,1,1,1,7
3120,3120,3,1,26,14
3120,3120,3,2,26,14
3120,3120,1,1,1,14
3120,780,1,1,1,14
780,3120,1,1,1,14
3120,3120,3,1,26,7
3120,3120,3,2,26,7
3120,3120,1,1,1,7
3120,780,1,1,1,7
780,3120,1,1,1,7
3240,3240,3,1,27,14
3240,3240,3,2,27,14
3240,3240,1,1,1,14
3240,810,1,1,1,14
810,3240,1,1,1,14
3240,3240,3,1,27,7
3240,3240,3,2,27,7
3240,3240,1,1,1,7
3240,810,1,1,1,7
810,3240,1,1,1,7
3360,3360,3,1,28,14
3360,3360,3,2,28,14
3360,3360,1,1,1,14
3360,840,1,1,1,14
840,3360,1,1,1,14
3360,3360,3,1,28,7
3360,3360,3,2,28,7
3360,3360,1,1,1,7
3360,840,1,1,1,7
840,3360,1,1,1,7
3480,3480,3,1,29,14
3480,3480,3,2,29,14
3480,3480,1,1,1,14
3480,870,1,1,1,14
870,3480,1,1,1,14
3480,3480,3,1,29,7
3480,3480,3,2,29,7
3480,3480,1,1,1,7
3480,870,1,1,1,7
870,3480,1,1,1,7
3600,3600,3,1,30,14
3600,3600,3,2,30,14
3600,3600,1,1,1,14
3600,900,1,1,1,14
900,3600,1,1,1,14
3600,3600,3,1,30,7
3600,3600,3,2,30,7
3600,3600,1,1,1,7
3600,900,1,1,1,7
900,3600,1,1,1,7
3720,3720,3,1,31,14
3720,3720,3,2,31,14
3720,3720,1,1,1,14
3720,930,1,1,1,14
930,3720,1,1,1,14
3720,3720,3,1,31,7
3720,3720,3,2,31,7
3720,3720,1,1,1,7
3720,930,1,1,1,7
930,3720,1,1,1,7
3840,3840,3,1,32,14
3840,3840,3,2,32,14
3840,3840,1,1,1,14
3840,960,1,1,1,14
960,3840,1,1,1,14
3840,3840,3,1,32,7
3840,3840,3,2,32,7
3840,3840,1,1,1,7
3840,960,1,1,1,7
960,3840,1,1,1,7
3960,3960,3,1,33,14
3960,3960,3,2,33,14
3960,3960,1,1,1,14
3960,990,1,1,1,14
990,3960,1,1,1,14
3960,3960,3,1,33,7
3960,3960,3,2,33,7
3960,3960,1,1,1,7
3960,990,1,1,1,7
990,3960,1,1,1,7
128,128,3,1,1,112
64,128,1,1,1,112
42,128,1,1,1,112
128,128,3,2,1,112
64,128,1,2,1,112
42,128,1,2,1,112
128,128,1,1,1,112
128,32,1,1,1,112
32,128,1,1,1,112
128,128,3,1,1,56
64,128,1,1,1,56
42,128,1,1,1,56
128,128,3,2,1,56
64,128,1,2,1,56
42,128,1,2,1,56
128,128,1,1,1,56
128,32,1,1,1,56
32,128,1,1,1,56
